CFG,Site,Version,Measure,NovW117,NovW217,NovW317,NovW417,DecW117,DecW217,DecW317,DecW417,DecW517,JanW117,JanW217,JanW317,JanW417,JanW517
FP_E2016HV_RTL_BASE_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,327,301,321,299
FP_E2016HV_RTL_BASE_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,301,321,299
FP_E2016HV_RTL_BASE_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,321,299
FP_E2016HV_RTL_BASE_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,299
FP_E2016HV_RTL_BASE_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,1,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,268,#Missing,764,535,153,#Missing,175
FP_E1916H_BASE_CFG,LAX_Site,FY17Q3W5,MRP_Part,120,120,120,120,130,130,130,130,130,145,145,145,145,145
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,115,110,110,120,120,120,120,120,135,135,135,135,135
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,110,110,120,120,120,120,120,135,135,135,135,135
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,110,120,120,120,120,120,135,135,135,135,135
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,120,120,120,120,120,135,135,135,135,135
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,120,120,120,120,135,135,135,135,135
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,160,160,160,135,135,135,135,135
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,160,160,130,130,130,130,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,160,130,130,130,130,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,130,130,130,130,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,130,130,130,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,130,130,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,130,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,130
FP_E1916H_BASE_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,81,413,214,123,289,298,163,165,163,267,158,276,264,202
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q3W5,MRP_Part,62,72,86,92,50,59,57,44,29,91,98,91,96,90
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,#Missing,#Missing,90,375,140,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,83
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,90,375,140,200,200,200,200,200,200,200,200
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,72,203,239,234,180,119,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,203,239,234,180,119,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,239,234,180,119,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,339,261,172,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,261,172,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,172,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,195,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,211,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,194,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,207,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,193
FP_E1916HV_RTL_BASE_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,200,#Missing,15,#Missing,1,#Missing,284,127,#Missing,210,300,200,200,200
FP_P2418HT_CFG,LAX_Site,FY17Q3W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,80
FP_P2418HT_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,55,55,55
FP_P2418HT_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,55,55,55
FP_P2418HT_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55,55,55,55,55
FP_P2418HT_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,25,55
FP_P2418HT_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,25,55
FP_P2418HT_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,25,55
FP_P2418HT_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,55
FP_P2217_WOST_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,#Missing,#Missing,#Missing,#Missing,2,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing
FP_P2217_CFG,LAX_Site,FY17Q3W5,MRP_Part,691,691,691,691,700,700,700,700,700,710,710,710,710,710
FP_P2217_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,691,691,691,700,700,700,700,700,710,710,710,710,710
FP_P2217_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,691,691,700,700,700,700,700,710,710,710,710,710
FP_P2217_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,691,640,640,640,640,640,660,660,660,660,660
FP_P2217_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,640,640,640,640,640,660,660,660,660,660
FP_P2217_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,640,640,640,640,660,660,660,660,660
FP_P2217_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,640,640,640,660,660,660,660,660
FP_P2217_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,640,640,600,600,600,600,600
FP_P2217_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,640,600,600,600,600,600
FP_P2217_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,600,600,600,600,600
FP_P2217_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,840,840,840,840
FP_P2217_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,840,840,840
FP_P2217_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,840,840
FP_P2217_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,840
FP_P2217_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,1199,813,610,679,1124,805,1798,903,318,576,673,604,1180,1034
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q3W5,MRP_Part,697,809,966,1026,561,660,645,496,325,682,737,680,725,675
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,395,395,890,#Missing,#Missing,#Missing,495,#Missing,#Missing,#Missing,#Missing,#Missing,675
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,1700,#Missing,#Missing,1900,896,380,#Missing,#Missing,#Missing,#Missing,680
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,#Missing,459,540,527,406,268,133,143,132,141,131
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,459,540,527,406,268,133,143,132,141,131
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,540,527,406,268,133,143,132,141,131
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,805,620,408,487,526,486,518,483
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,620,408,497,537,496,528,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,408,497,537,496,528,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,497,537,496,528,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,537,496,528,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,496,528,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,528,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,492
FP_E2316H_RTL_BASE_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,#Missing,#Missing,1700,#Missing,#Missing,#Missing,500,#Missing,500,#Missing,#Missing,#Missing,500,1031
FP_P2418HZ_CFG,LAX_Site,FY17Q3W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,70
FP_P2418HZ_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,70,175
FP_P2418HZ_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,175
FP_SE2717HX_CFG,LAX_Site,FY17Q3W5,MRP_Part,1291,1507,1796,1906,167,196,192,148,97,195,211,194,207,193
FP_SE2717HX_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,213,621,1783,895,3447,677,100,89,3,64,#Missing,#Missing,#Missing,#Missing
FP_S2716DGR_CFG,LAX_Site,FY17Q3W5,MRP_Part,596,696,829,879,522,613,599,462,304,585,632,583,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,504,876,#Missing,#Missing,1104,1008,1628,504,744,3264,456,456,965
FP_S2716DGR_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,876,#Missing,#Missing,1104,1008,1628,504,744,3264,456,456,965
FP_S2716DGR_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,504,878,1032,1008,777,512,1296,1401,1292,1378,1285
FP_S2716DGR_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,878,1032,1008,777,512,1296,1401,1292,1378,1285
FP_S2716DGR_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,1032,1008,777,512,1296,1401,1292,1378,1285
FP_S2716DGR_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1461,1126,742,1296,1401,1292,1378,1285
FP_S2716DGR_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1126,742,585,632,583,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,742,585,632,583,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,585,632,583,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,632,583,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,583,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,621,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,579
FP_S2716DGR_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,50,510,1386,1141,#Missing,507,341,1284,34,744,1263,888,744,1888
FP_S2317HWI_R_CFG,LAX_Site,FY17Q3W5,MRP_Part,60,69,83,88,42,49,48,37,24,39,42,39,41,39
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,100,#Missing,#Missing,100,#Missing,100,#Missing,200,#Missing,#Missing,#Missing,#Missing,39
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,#Missing,100,#Missing,100,#Missing,200,#Missing,#Missing,#Missing,#Missing,39
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,#Missing,21,25,24,18,12,17,19,17,19,17
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,21,25,24,18,12,17,19,17,19,17
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,25,24,18,12,17,19,17,19,17
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,35,27,17,17,19,17,19,17
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,27,17,20,21,19,21,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,17,20,21,19,21,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,20,21,19,21,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,21,19,21,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,19,21,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,21,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,19
FP_S2317HWI_R_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,100,#Missing,#Missing,#Missing,50,#Missing,#Missing,4,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing
FP_S2817QR_CFG,LAX_Site,FY17Q3W5,MRP_Part,77,89,107,113,46,55,53,41,27,56,61,56,60,55
FP_S2817QR_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,104,124,132,54,64,62,48,32,66,72,66,70,66
FP_S2817QR_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,50,50,50,50,62,48,32,66,72,66,70,66
FP_S2817QR_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,50,51,59,58,45,29,66,72,66,70,66
FP_S2817QR_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,51,59,58,45,29,66,72,66,70,66
FP_S2817QR_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,59,58,45,29,66,72,66,70,66
FP_S2817QR_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,84,65,42,66,72,66,70,66
FP_S2817QR_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,65,42,59,63,58,62,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,42,59,63,58,62,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,59,63,58,62,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,63,58,62,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W11,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,58,62,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W12,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,62,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W13,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,58
FP_S2817QR_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,1,4,130,#Missing,2,386,23,217,15,1,1,2,#Missing,400
FP_SE2417HGR_CFG,LAX_Site,FY17Q3W5,MRP_Part,199,232,276,293,167,196,192,148,97,585,632,583,621,579
FP_SE2417HGR_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,232,276,293,167,196,192,148,97,585,632,583,621,579
FP_SE2417HGR_CFG,LAX_Site,FY17Q4W14,Part_Cust_Sales,#Missing,30,#Missing,1,101,16,14,16,43,50,19,3,#Missing,60
FP_SE2717H_R_CFG,LAX_Site,FY17Q3W5,MRP_Part,496,580,691,733,689,810,791,609,401,857,927,855,911,850
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W1,MRP_Part,#Missing,#Missing,#Missing,#Missing,1350,1750,#Missing,200,800,675,200,200,200,850
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W2,MRP_Part,#Missing,#Missing,#Missing,#Missing,1350,250,1500,#Missing,800,200,200,200,200,850
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W3,MRP_Part,#Missing,#Missing,#Missing,#Missing,814,957,935,720,474,321,347,321,342,319
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W4,MRP_Part,#Missing,#Missing,#Missing,#Missing,814,957,935,720,474,321,347,321,342,319
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W5,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,957,935,720,474,321,347,321,342,319
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W6,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1355,1044,687,321,347,321,342,319
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W7,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,1044,687,857,927,855,911,850
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W8,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,687,857,927,855,911,850
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W9,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,857,927,855,911,850
FP_SE2717H_R_CFG,LAX_Site,FY17Q4W10,MRP_Part,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,#Missing,927,855,911,850
